corp_code,bsns_year,reprt_code,account_id,account_nm,bfefrmtrm_amount,bfefrmtrm_nm,currency,frmtrm_amount,frmtrm_nm,ord,sj_div,sj_nm,thstrm_amount,thstrm_nm
00106614,2023,11011,dart_OperatingIncomeLoss,영업이익(손실),11810674033,제 33 기,KRW,9240856364,제 34 기,4,CIS,포괄손익계산서,8216556271,제 35 기
00106614,2023,11011,dart_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax,당기손익으로 재분류되지 않는 항목,2306503596,제 33 기,KRW,657113401,제 34 기,13,CIS,포괄손익계산서,95044106,제 35 기
00106614,2023,11011,dart_OtherCurrentAssets,기타유동자산,279147185,제 33 기,KRW,308881448,제 34 기,7,BS,재무상태표,535091131,제 35 기
00106614,2023,11011,dart_OtherCurrentLiabilities,기타유동부채,1318617157,제 33 기,KRW,915525175,제 34 기,28,BS,재무상태표,1462212934,제 35 기
00106614,2023,11011,dart_OtherGains,기타영업외수익,420462425,제 33 기,KRW,605226942,제 34 기,7,CIS,포괄손익계산서,1091080783,제 35 기
00106614,2023,11011,dart_OtherLosses,기타영업외비용,793738695,제 33 기,KRW,898224918,제 34 기,8,CIS,포괄손익계산서,15373225013,제 35 기
00106614,2023,11011,dart_ProceedsFromSalesOfLongTermFinancialInstruments,장기금융상품의 처분,0,제 33 기,KRW,0,제 34 기,8,CF,현금흐름표,2327635,제 35 기
00106614,2023,11011,dart_ProceedsFromSalesOfLongTermLoansAndReceivables,장기대여금및수취채권의 처분,0,제 33 기,KRW,500000000,제 34 기,12,CF,현금흐름표,0,제 35 기
00106614,2023,11011,dart_ProceedsFromSalesOfShortTermFinancialInstruments,단기금융상품의 처분,41000000000,제 33 기,KRW,41000000000,제 34 기,7,CF,현금흐름표,66000000000,제 35 기
00106614,2023,11011,dart_ProceedsFromShortTermBorrowings,단기차입금의 증가,0,제 33 기,KRW,0,제 34 기,24,CF,현금흐름표,0,제 35 기
00106614,2023,11011,dart_PurchaseOfInvestmentProperty,투자부동산의 취득,0,제 33 기,KRW,0,제 34 기,21,CF,현금흐름표,6303498020,제 35 기
00106614,2023,11011,dart_PurchaseOfInvestmentsInSubsidiaries,종속기업에 대한 투자자산의 취득,0,제 33 기,KRW,3000000000,제 34 기,16,CF,현금흐름표,0,제 35 기
00106614,2023,11011,dart_PurchaseOfLongTermFinancialInstruments,장기금융상품의 취득,3904755,제 33 기,KRW,37891151,제 34 기,15,CF,현금흐름표,13105447115,제 35 기
00106614,2023,11011,dart_PurchaseOfLongTermLoansAndReceivables,장기대여금및수취채권의 취득,0,제 33 기,KRW,500000000,제 34 기,22,CF,현금흐름표,950000000,제 35 기
00106614,2023,11011,dart_PurchaseOfShortTermFinancialInstruments,단기금융상품의 취득,41000000000,제 33 기,KRW,41000000000,제 34 기,14,CF,현금흐름표,35000000000,제 35 기
00106614,2023,11011,dart_RepaymentsOfShortTermBorrowings,단기차입금의 상환,0,제 33 기,KRW,0,제 34 기,28,CF,현금흐름표,0,제 35 기
00106614,2023,11011,dart_ShortTermDepositsNotClassifiedAsCashEquivalents,단기금융상품,41000000000,제 33 기,KRW,41000000000,제 34 기,3,BS,재무상태표,10000000000,제 35 기
00106614,2023,11011,dart_TotalSellingGeneralAdministrativeExpenses,판매비와관리비,10186194188,제 33 기,KRW,10116547004,제 34 기,3,CIS,포괄손익계산서,10696555734,제 35 기
00106614,2023,11011,ifrs-full_Assets,자산총계,266957630296,제 33 기,KRW,270299657884,제 34 기,21,BS,재무상태표,258084175212,제 35 기
00106614,2023,11011,ifrs-full_BasicEarningsLossPerShare,기본주당이익(손실),332,제 33 기,KRW,257,제 34 기,19,CIS,포괄손익계산서,-250,제 35 기
00106614,2023,11011,ifrs-full_CashAndCashEquivalents,현금및현금성자산,31933363331,제 33 기,KRW,10747455990,제 34 기,2,BS,재무상태표,11877971786,제 35 기
00106614,2023,11011,ifrs-full_CashFlowsFromUsedInFinancingActivities,재무활동으로 인한 현금흐름,-4612220462,제 33 기,KRW,-4596282500,제 34 기,23,CF,현금흐름표,-4564154403,제 35 기
00106614,2023,11011,ifrs-full_CashFlowsFromUsedInInvestingActivities,투자활동으로 인한 현금흐름,-1720099346,제 33 기,KRW,-18148616195,제 34 기,6,CF,현금흐름표,8982951031,제 35 기
00106614,2023,11011,ifrs-full_CashFlowsFromUsedInOperatingActivities,영업활동으로 인한 현금흐름,13853439631,제 33 기,KRW,1450422312,제 34 기,0,CF,현금흐름표,-3376763883,제 35 기
00106614,2023,11011,ifrs-full_ComprehensiveIncome,총포괄손익,12013947947,제 33 기,KRW,8149328533,제 34 기,17,CIS,포괄손익계산서,-7216166815,제 35 기
00106614,2023,11011,ifrs-full_CostOfSales,매출원가,89834549138,제 33 기,KRW,96759467228,제 34 기,1,CIS,포괄손익계산서,110402311003,제 35 기
00106614,2023,11011,ifrs-full_CurrentAssets,유동자산,124968169597,제 33 기,KRW,112576634259,제 34 기,1,BS,재무상태표,97270209368,제 35 기
00106614,2023,11011,ifrs-full_CurrentLeaseLiabilities,유동리스부채,171511189,제 33 기,KRW,250395831,제 34 기,26,BS,재무상태표,250374781,제 35 기
00106614,2023,11011,ifrs-full_CurrentLiabilities,유동부채,11854518241,제 33 기,KRW,11562536492,제 34 기,23,BS,재무상태표,11033085255,제 35 기
00106614,2023,11011,ifrs-full_CurrentTaxAssets,당기법인세자산,0,제 33 기,KRW,0,제 34 기,6,BS,재무상태표,0,제 35 기
00106614,2023,11011,ifrs-full_CurrentTaxLiabilities,당기법인세부채,2341289369,제 33 기,KRW,1030675261,제 34 기,25,BS,재무상태표,328226511,제 35 기
00106614,2023,11011,ifrs-full_DeferredTaxAssets,이연법인세자산,3132332958,제 33 기,KRW,3611519642,제 34 기,19,BS,재무상태표,2971855484,제 35 기
00106614,2023,11011,ifrs-full_DilutedEarningsLossPerShare,희석주당이익(손실),332,제 33 기,KRW,257,제 34 기,20,CIS,포괄손익계산서,-250,제 35 기
00106614,2023,11011,ifrs-full_DividendsPaid,배당금지급,4380000000,제 33 기,KRW,4380000000,제 34 기,7,SCE,자본변동표,4380000000,제 35 기
00106614,2023,11011,ifrs-full_DividendsPaidClassifiedAsFinancingActivities,배당금지급,4380000000,제 33 기,KRW,4380000000,제 34 기,26,CF,현금흐름표,4380000000,제 35 기
00106614,2023,11011,ifrs-full_DividendsReceivedClassifiedAsOperatingActivities,배당금수취,68243760,제 33 기,KRW,68243760,제 34 기,4,CF,현금흐름표,60984000,제 35 기
00106614,2023,11011,ifrs-full_EffectOfExchangeRateChangesOnCashAndCashEquivalents,현금및현금성자산에 대한 환율변동효과,-80434840,제 33 기,KRW,108569042,제 34 기,31,CF,현금흐름표,88483051,제 35 기
00106614,2023,11011,ifrs-full_Equity,자본총계,248048420299,제 33 기,KRW,251817748832,제 34 기,39,BS,재무상태표,240221582017,제 35 기
00106614,2023,11011,ifrs-full_EquityAndLiabilities,자본과부채총계,266957630296,제 33 기,KRW,270299657884,제 34 기,40,BS,재무상태표,258084175212,제 35 기
00106614,2023,11011,ifrs-full_FinanceCosts,금융비용,30260586,제 33 기,KRW,94315302,제 34 기,6,CIS,포괄손익계산서,143751206,제 35 기
00106614,2023,11011,ifrs-full_FinanceIncome,금융수익,726139120,제 33 기,KRW,744826707,제 34 기,5,CIS,포괄손익계산서,1069937798,제 35 기
00106614,2023,11011,ifrs-full_GrossProfit,매출총이익,21996868221,제 33 기,KRW,19357403368,제 34 기,2,CIS,포괄손익계산서,18913112005,제 35 기
00106614,2023,11011,ifrs-full_IncomeTaxExpenseContinuingOperations,법인세비용,2425831946,제 33 기,KRW,2106154661,제 34 기,10,CIS,포괄손익계산서,2171809554,제 35 기
00106614,2023,11011,ifrs-full_IncomeTaxesPaidRefundClassifiedAsOperatingActivities,법인세납부,3450736401,제 33 기,KRW,4081613847,제 34 기,5,CF,현금흐름표,2221049426,제 35 기
00106614,2023,11011,ifrs-full_IncreaseDecreaseInCashAndCashEquivalents,현금및현금성자산의순증가(감소),7440684983,제 33 기,KRW,-21185907341,제 34 기,32,CF,현금흐름표,1130515796,제 35 기
00106614,2023,11011,ifrs-full_IncreaseDecreaseInCashAndCashEquivalentsBeforeEffectOfExchangeRateChanges,환율변동효과 반영전 현금및현금성자산의 순증가(감소),7521119823,제 33 기,KRW,-21294476383,제 34 기,30,CF,현금흐름표,1042032745,제 35 기
00106614,2023,11011,ifrs-full_IntangibleAssetsOtherThanGoodwill,무형자산,594029990,제 33 기,KRW,594029990,제 34 기,16,BS,재무상태표,594029990,제 35 기
00106614,2023,11011,ifrs-full_InterestPaidClassifiedAsOperatingActivities,이자지급(영업),30260586,제 33 기,KRW,31914295,제 34 기,3,CF,현금흐름표,51602134,제 35 기
00106614,2023,11011,ifrs-full_InterestReceivedClassifiedAsOperatingActivities,이자수취,935953054,제 33 기,KRW,584043111,제 34 기,2,CF,현금흐름표,761982787,제 35 기
00106614,2023,11011,ifrs-full_Inventories,재고자산,21300821441,제 33 기,KRW,28831578876,제 34 기,5,BS,재무상태표,35303322469,제 35 기
00106614,2023,11011,ifrs-full_InvestmentProperty,투자부동산,18151561367,제 33 기,KRW,17704719410,제 34 기,17,BS,재무상태표,36204684063,제 35 기
00106614,2023,11011,ifrs-full_InvestmentsInSubsidiariesJointVenturesAndAssociates,종속기업투자,39975899210,제 33 기,KRW,42975899210,제 34 기,13,BS,재무상태표,28822899210,제 35 기
00106614,2023,11011,ifrs-full_IssuedCapital,자본금,14600000000,제 33 기,KRW,14600000000,제 34 기,35,BS,재무상태표,14600000000,제 35 기
00106614,2023,11011,ifrs-full_Liabilities,부채총계,18909209997,제 33 기,KRW,18481909052,제 34 기,33,BS,재무상태표,17862593195,제 35 기
00106614,2023,11011,ifrs-full_NoncurrentAssets,비유동자산,141989460699,제 33 기,KRW,157723023625,제 34 기,8,BS,재무상태표,160813965844,제 35 기
00106614,2023,11011,ifrs-full_NoncurrentFinancialAssetsAtFairValueThroughProfitOrLossDesignatedUponInitialRecognition,당기손익-공정가치금융자산,156616043,제 33 기,KRW,157877084,제 34 기,11,BS,재무상태표,170462868,제 35 기
00106614,2023,11011,ifrs-full_NoncurrentFinancialAssetsMeasuredAtFairValueThroughOtherComprehensiveIncome,기타포괄손익-공정가치금융자산,6548002690,제 33 기,KRW,5572407500,제 34 기,12,BS,재무상태표,5407782880,제 35 기
00106614,2023,11011,ifrs-full_NoncurrentLeaseLiabilities,비유동리스부채,577271112,제 33 기,KRW,510431459,제 34 기,31,BS,재무상태표,857195694,제 35 기
00106614,2023,11011,ifrs-full_NoncurrentLiabilities,비유동부채,7054691756,제 33 기,KRW,6919372560,제 34 기,29,BS,재무상태표,6829507940,제 35 기
00106614,2023,11011,ifrs-full_OtherComprehensiveIncome,기타포괄손익,2306503596,제 33 기,KRW,657113401,제 34 기,12,CIS,포괄손익계산서,95044106,제 35 기
00106614,2023,11011,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesFromInvestmentsInEquityInstruments,기타포괄손익-공정가치금융자산평가손익,3298579221,제 33 기,KRW,-564014880,제 34 기,15,CIS,포괄손익계산서,-99639983,제 35 기
00106614,2023,11011,ifrs-full_OtherCurrentFinancialLiabilities,기타유동금융부채,80200000,제 33 기,KRW,95000000,제 34 기,27,BS,재무상태표,132200000,제 35 기
00106614,2023,11011,ifrs-full_OtherNoncurrentFinancialAssets,기타비유동금융자산,25097600,제 33 기,KRW,25097600,제 34 기,18,BS,재무상태표,25097600,제 35 기
00106614,2023,11011,ifrs-full_OtherNoncurrentFinancialLiabilities,기타비유동금융부채,6380000000,제 33 기,KRW,6326018861,제 34 기,32,BS,재무상태표,5902137118,제 35 기
00106614,2023,11011,ifrs-full_PaymentsOfFinanceLeaseLiabilitiesClassifiedAsFinancingActivities,리스부채의 상환,254220462,제 33 기,KRW,231082500,제 34 기,27,CF,현금흐름표,221354403,제 35 기
00106614,2023,11011,ifrs-full_ProceedsFromSalesOfPropertyPlantAndEquipmentClassifiedAsInvestingActivities,유형자산의 처분,40087099,제 33 기,KRW,37060455,제 34 기,9,CF,현금흐름표,92036000,제 35 기
00106614,2023,11011,ifrs-full_ProfitLoss,당기순이익(손실),9707444351,제 33 기,KRW,7492215132,제 34 기,11,CIS,포괄손익계산서,-7311210921,제 35 기
00106614,2023,11011,ifrs-full_ProfitLossBeforeTax,법인세비용차감전순이익(손실),12133276297,제 33 기,KRW,9598369793,제 34 기,9,CIS,포괄손익계산서,-5139401367,제 35 기
00106614,2023,11011,ifrs-full_PropertyPlantAndEquipment,유형자산,68732181583,제 33 기,KRW,80699969079,제 34 기,14,BS,재무상태표,66073343216,제 35 기
00106614,2023,11011,ifrs-full_PurchaseOfIntangibleAssetsClassifiedAsInvestingActivities,무형자산의 취득,0,제 33 기,KRW,0,제 34 기,19,CF,현금흐름표,0,제 35 기
00106614,2023,11011,ifrs-full_PurchaseOfPropertyPlantAndEquipmentClassifiedAsInvestingActivities,유형자산의 취득,1793038203,제 33 기,KRW,15618220196,제 34 기,17,CF,현금흐름표,1752467469,제 35 기
00106614,2023,11011,ifrs-full_RetainedEarnings,이익잉여금,208948069827,제 33 기,KRW,213258479658,제 34 기,38,BS,재무상태표,201761952826,제 35 기
00106614,2023,11011,ifrs-full_Revenue,매출액,111831417359,제 33 기,KRW,116116870596,제 34 기,0,CIS,포괄손익계산서,129315423008,제 35 기
00106614,2023,11011,ifrs-full_RightofuseAssets,사용권자산,731194022,제 33 기,KRW,733987870,제 34 기,15,BS,재무상태표,1084541478,제 35 기
00106614,2023,11011,ifrs-full_TradeAndOtherCurrentPayables,매입채무 및 기타채무,7942900526,제 33 기,KRW,9270940225,제 34 기,24,BS,재무상태표,8860071029,제 35 기
00106614,2023,11011,ifrs-full_TradeAndOtherCurrentReceivables,매출채권 및 기타채권,30454837640,제 33 기,KRW,31688717945,제 34 기,4,BS,재무상태표,39553823982,제 35 기
00110875,2023,11011,-표준계정코드 미사용-,투자부동산폐기손실,,제 34 기,KRW,,제 35 기,9,CF,현금흐름표,1662337246,제 36 기
00110875,2023,11011,dart_AdjustmentsForAmortisationExpense,무형자산상각비,97450532,제 34 기,KRW,110377727,제 35 기,5,CF,현금흐름표,48626744,제 36 기
00110875,2023,11011,dart_AdjustmentsForAssetsLiabilitiesOfOperatingActivities,영업활동으로인한자산ㆍ부채의변동,5018898769,제 34 기,KRW,-1421222940,제 35 기,28,CF,현금흐름표,-3366563099,제 36 기
00110875,2023,11011,dart_AdjustmentsForBadDebtExpenses,대손상각비,-105891788,제 34 기,KRW,-158582432,제 35 기,20,CF,현금흐름표,4062117,제 36 기
00110875,2023,11011,dart_AdjustmentsForDecreaseIncreaseInDueFromCustomersForContractWork,계약자산의 감소(증가),11317410573,제 34 기,KRW,-3712467000,제 35 기,31,CF,현금흐름표,-1119057555,제 36 기
00110875,2023,11011,dart_AdjustmentsForDecreaseIncreaseInOtherCurrentAssets,기타유동자산의 감소(증가),1646604425,제 34 기,KRW,-305264188,제 35 기,33,CF,현금흐름표,-6587325289,제 36 기
00110875,2023,11011,dart_AdjustmentsForDecreaseincreaseInTradeAndOtherReceivables,기타채권의 감소(증가),,제 34 기,KRW,-541648190,제 35 기,30,CF,현금흐름표,537622384,제 36 기
00110875,2023,11011,dart_AdjustmentsForDepreciationExpense,감가상각비,1554011841,제 34 기,KRW,1638995658,제 35 기,4,CF,현금흐름표,1481850451,제 36 기
00110875,2023,11011,dart_AdjustmentsForExpenseOfProvisions,프로젝트손실충당부채전입액(환입액),-103269229,제 34 기,KRW,,제 35 기,8,CF,현금흐름표,29183348,제 36 기
00110875,2023,11011,dart_AdjustmentsForGainOnDispositionOfTangibleAssets,유형자산처분이익,20887331,제 34 기,KRW,27804845,제 35 기,10,CF,현금흐름표,40635294,제 36 기
00110875,2023,11011,dart_AdjustmentsForGainOnForeignExchangeTranslations,외화환산이익,631610,제 34 기,KRW,1780184,제 35 기,18,CF,현금흐름표,537498,제 36 기
00110875,2023,11011,dart_AdjustmentsForGainsOnDisposalsOfFinancialAssets,당기손익인식금융자산처분이익,34862998,제 34 기,KRW,29351642,제 35 기,23,CF,현금흐름표,3216666,제 36 기
00110875,2023,11011,dart_AdjustmentsForGainsOnDisposalsOfIntangibleAssets,무형자산처분이익,4737512,제 34 기,KRW,,제 35 기,13,CF,현금흐름표,,제 36 기
00110875,2023,11011,dart_AdjustmentsForGainsOnEvaluationOfFairValueFinancialAssets,당기손익인식금융자산평가이익,52967438,제 34 기,KRW,99175236,제 35 기,25,CF,현금흐름표,51278960,제 36 기
00110875,2023,11011,dart_AdjustmentsForIncreaseDecreaseInDueToCustomersForContractWork,계약부채의 증가(감소),7415530361,제 34 기,KRW,568784156,제 35 기,36,CF,현금흐름표,2554641354,제 36 기
00110875,2023,11011,dart_AdjustmentsForIncreaseDecreaseInOtherCurrentLiabilities,기타유동부채의 증가(감소),244519325,제 34 기,KRW,-186943401,제 35 기,37,CF,현금흐름표,-174758228,제 36 기
00110875,2023,11011,dart_AdjustmentsForIncreaseDecreaseInOtherNonCurrentLiabilities,기타비유동부채의 증가(감소),159680000,제 34 기,KRW,-12650000,제 35 기,39,CF,현금흐름표,-67585000,제 36 기
00110875,2023,11011,dart_AdjustmentsForIncreasedecreaseInAdvancesCustomers,선수금의 증가(감소),1525114,제 34 기,KRW,-28948735,제 35 기,38,CF,현금흐름표,79158219,제 36 기
00110875,2023,11011,dart_AdjustmentsForIncreasedecreaseInProvisions,충당부채의 증가(감소),-1900000,제 34 기,KRW,-7865000,제 35 기,40,CF,현금흐름표,,제 36 기
00110875,2023,11011,dart_AdjustmentsForIncreasedecreaseInTradeAndOtherPayables,기타채무의 증가(감소),60460249,제 34 기,KRW,220486053,제 35 기,35,CF,현금흐름표,1286007679,제 36 기
00110875,2023,11011,dart_AdjustmentsForInterestExpenses,이자비용,270076823,제 34 기,KRW,249812109,제 35 기,21,CF,현금흐름표,275778933,제 36 기
00110875,2023,11011,dart_AdjustmentsForInterestIncome,이자수익,84117696,제 34 기,KRW,100910366,제 35 기,16,CF,현금흐름표,231362782,제 36 기
00110875,2023,11011,dart_AdjustmentsForLossesOfAssociatesAndJointVenturesAccountedForUsingEquityMethod,지분법손실,,제 34 기,KRW,94517760,제 35 기,26,CF,현금흐름표,67270680,제 36 기
00110875,2023,11011,dart_AdjustmentsForLossesOnAbandonmentOfPropertyPlantAndEquipment,유형자산폐기손실,,제 34 기,KRW,,제 35 기,12,CF,현금흐름표,2593716777,제 36 기
00110875,2023,11011,dart_AdjustmentsForLossesOnDisposalsOfFinancialAssets,당기손익인식금융자산처분손실,,제 34 기,KRW,6991831,제 35 기,22,CF,현금흐름표,20729514,제 36 기
00110875,2023,11011,dart_AdjustmentsForLossesOnDispositionOfPropertyPlantAndEquipment,유형자산처분손실,4450989,제 34 기,KRW,6365320,제 35 기,11,CF,현금흐름표,,제 36 기
00110875,2023,11011,dart_AdjustmentsForLossesOnEvaluationOfFairValueFinancialAssets,당기손익인식금융자산평가손실,3583656,제 34 기,KRW,29494191,제 35 기,24,CF,현금흐름표,11620000,제 36 기
00110875,2023,11011,dart_AdjustmentsForLossesOnForeignExchangeTranslations,외화환산손실,515245,제 34 기,KRW,,제 35 기,19,CF,현금흐름표,292932,제 36 기
00110875,2023,11011,dart_AdjustmentsForMiscellaneousIncome,잡이익,495,제 34 기,KRW,2198758,제 35 기,15,CF,현금흐름표,,제 36 기
00110875,2023,11011,dart_AdjustmentsForProvisionForSeveranceIndemnities,퇴직급여,,제 34 기,KRW,122529727,제 35 기,6,CF,현금흐름표,149863997,제 36 기
00110875,2023,11011,dart_AdjustmentsForReversalsOfImpairmentLossesOnIntangibleAssets,무형자산손상차손환입,,제 34 기,KRW,,제 35 기,14,CF,현금흐름표,362424190,제 36 기
00110875,2023,11011,dart_AdjustmentsForWarrantyExpenses,하자보수비,-55772935,제 34 기,KRW,-65465330,제 35 기,7,CF,현금흐름표,26188068,제 36 기
00110875,2023,11011,dart_AdjustmentsForWritedownsOfInventories,재고자산평가손실,321292523,제 34 기,KRW,-595959516,제 35 기,3,CF,현금흐름표,-66739406,제 36 기
00110875,2023,11011,dart_CashAndCashEquivalentsAtBeginningOfPeriodCf,기초현금및현금성자산,17989560918,제 34 기,KRW,20696263037,제 35 기,65,CF,현금흐름표,19870944884,제 36 기
00110875,2023,11011,dart_CashAndCashEquivalentsAtEndOfPeriodCf,기말현금및현금성자산,20696263037,제 34 기,KRW,19870944884,제 35 기,66,CF,현금흐름표,22568255053,제 36 기
00110875,2023,11011,dart_DecreaseInGuaranteeDepositsAsFinancialActivities,기타채무의 감소,116095300,제 34 기,KRW,109830266,제 35 기,62,CF,현금흐름표,425896806,제 36 기
00110875,2023,11011,dart_ElementsOfOtherStockholdersEquity,기타자본,566640272,제 34 기,KRW,566640272,제 35 기,32,BS,재무상태표,566640272,제 36 기
00110875,2023,11011,dart_EquityAtBeginningOfPeriod,기초자본,566640272,제 34 기,KRW,566640272,제 35 기,1,SCE,자본변동표,566640272,제 36 기
00110875,2023,11011,dart_LongTermBorrowingsGross,장기차입금,10000000000,제 34 기,KRW,10000000000,제 35 기,27,BS,재무상태표,,제 36 기
00110875,2023,11011,dart_LongTermTradeAndOtherNonCurrentPayables,장기매입채무 및 기타비유동채무,25000000,제 34 기,KRW,,제 35 기,26,BS,재무상태표,,제 36 기
00110875,2023,11011,dart_OperatingIncomeLoss,영업이익(손실),2341315392,제 34 기,KRW,2283442332,제 35 기,4,CIS,포괄손익계산서,4175255751,제 36 기
00110875,2023,11011,dart_OtherComprehensiveIncomeLossAccumulatedAmount,기타포괄손익누계액,-117000000,제 34 기,KRW,-117000000,제 35 기,33,BS,재무상태표,-117000000,제 36 기
00110875,2023,11011,dart_OtherCurrentAssets,기타유동자산,687771468,제 34 기,KRW,973035656,제 35 기,7,BS,재무상태표,7560360945,제 36 기
00110875,2023,11011,dart_OtherCurrentLiabilities,기타유동부채,2423238427,제 34 기,KRW,2298938412,제 35 기,23,BS,재무상태표,2468704748,제 36 기
00110875,2023,11011,dart_OtherGains,기타이익,317358376,제 34 기,KRW,716284535,제 35 기,5,CIS,포괄손익계산서,468687858,제 36 기
00110875,2023,11011,dart_OtherLosses,기타손실,390623411,제 34 기,KRW,263356671,제 35 기,6,CIS,포괄손익계산서,4546377384,제 36 기
00110875,2023,11011,dart_OtherNonCurrentLiabilities,기타비유동부채,728261726,제 34 기,KRW,671050356,제 35 기,28,BS,재무상태표,1195122036,제 36 기
00110875,2023,11011,dart_ProceedsFromLongTermBorrowings,장기차입금의 증가,10000000000,제 34 기,KRW,,제 35 기,60,CF,현금흐름표,,제 36 기
00110875,2023,11011,dart_ProceedsFromSalesOfFairValueFinancialAsset,당기손익-공정가치측정금융자산의 처분,516252652,제 34 기,KRW,590914731,제 35 기,47,CF,현금흐름표,868144220,제 36 기
00110875,2023,11011,dart_ProceedsFromSalesOfOtherFinancialAssets,기타금융자산의 처분,683641607,제 34 기,KRW,2392846600,제 35 기,46,CF,현금흐름표,7444240000,제 36 기
00110875,2023,11011,dart_ProceedsFromShortTermBorrowings,단기차입금의 증가,3858910137,제 34 기,KRW,490907648,제 35 기,59,CF,현금흐름표,1723502000,제 36 기
00110875,2023,11011,dart_ProfitLossForStatementOfCashFlows,당기순이익(손실),1689726707,제 34 기,KRW,2049848590,제 35 기,1,CF,현금흐름표,-48357163,제 36 기
00110875,2023,11011,dart_PurchaseOfFairValueFinancialAsset,당기손익-공정가치측정금융자산의 취득,1045049505,제 34 기,KRW,962058903,제 35 기,52,CF,현금흐름표,792668553,제 36 기
00110875,2023,11011,dart_PurchaseOfInvestmentProperty,투자부동산의 취득,775145834,제 34 기,KRW,,제 35 기,54,CF,현금흐름표,,제 36 기
00110875,2023,11011,dart_PurchaseOfInvestmentsAccountedForUsingEquityMethod,지분법적용 투자지분의 취득,,제 34 기,KRW,130000000,제 35 기,53,CF,현금흐름표,72000000,제 36 기
00110875,2023,11011,dart_PurchaseOfOtherFinancialAssets,기타금융자산의 취득,3374155000,제 34 기,KRW,3486464412,제 35 기,51,CF,현금흐름표,3713771300,제 36 기
00110875,2023,11011,dart_RepaymentsOfShortTermBorrowings,단기차입금의 상환,13858910137,제 34 기,KRW,490907648,제 35 기,63,CF,현금흐름표,1723502000,제 36 기
00110875,2023,11011,dart_ShortTermAdvancesCustomers,선수금,56854374,제 34 기,KRW,27905639,제 35 기,20,BS,재무상태표,107063858,제 36 기
00110875,2023,11011,dart_TotalSellingGeneralAdministrativeExpenses,판매비와관리비,11224291640,제 34 기,KRW,11971136787,제 35 기,3,CIS,포괄손익계산서,13624139793,제 36 기
