,status,message,corp_code,corp_name,corp_name_eng,stock_name,stock_code,ceo_nm,corp_cls,jurir_no,bizr_no,adres,hm_url,ir_url,phn_no,fax_no,induty_code,est_dt,acc_mt
31,000,정상,00347619,한국통신데이타(주),Korea Telecom Data Inc.,한국통신데이타,045760,진 병 현,E,1101111631103,2098121969,서울특별시 서초구 방배동 792-10 일건빌딩 402호,www.ktdata.co.kr,,02-571-6162,02-571-6163,58221,19990108,12
32,000,정상,00372013,(주)케너텍,"KENERTEC CO., LTD.",케너텍,062730,정복임,E,1101111465213,1168165855,경상북도 포항시 북구 청하면 이가리 366 ,www.kenertec.co.kr,,(054)261-8040,054-261-6080,291,19970924,12
33,000,정상,00353735,(주)다휘,"DAHUI Co., Ltd.",다휘,055250,이근훈,E,1159110011511,4108130850,서울특별시 강남구 청담동 92-3 삼이빌딩 6층 ,www.dahui.co.kr,,02-501-4694,02-501-4694,291,19950412,12
34,000,정상,00186540,코오롱아이넷(주),KOLON I' NETWORKS CORP.,코오롱아이넷,022520,박동문,E,1101110712350,1108125442,서울특별시 금천구 가산동 533-2 롯데센터 ,www.koloninet.com,,02-2028-9200,(02)3660-7373,58221,19900720,12
35,000,정상,00128759,캠브리지코오롱(주),"CAMBRIDGE KOLON CO.,LTD",캠브리지코오롱,004620,오원선,E,1341110000517,1238100559,경기도 과천시 별양동 1-22 ,www.cambridge.co.kr,,02-3677-8140,02-584-9268,14111,19660610,12
36,000,정상,00535588,네오세미테크(주),Neosemitech Corporation,네오세미테크,089240,"공동대표이사 박동창, 송준석, 김근",E,1501110040779,3018137791,인천광역시 연수구 송도동 7-14 ,www.neosemitech.com,,032-720-1100,032-720-1107,2612,19990805,12
37,000,정상,00264981,(주)디에이치패션,D.H FASHION CORP.,디에이치패션,045260,이장훈,E,1101111468952,2118625852,서울특별시 강남구 삼성동 159 코엑스상사전시장 C-100-4 ,www.enerlands.com,,02-6000-7824,02-6000-3728,467,19971004,12
38,000,정상,00231521,(주)핸디소프트,HandySoft Corp.,핸디소프트,032380,권석호,E,1101110747943,1148145926,"서울특별시 서초구 서초동 1602-5번지 로얄타워 8층~12층,15층 ",www.handysoft.co.kr,,02  -3479-5640,02  -3479-5599,58221,19910210,12
39,000,정상,00159908,케이엠에이치(주),"KMH Co., Ltd.",케이엠에이치,009690,김선근,E,1101110161333,1198104667,"경기도 안양시 동안구 관양동 799 안양메가밸리 405,812",www.kmholdings.co.kr,,031-420-4730,02)865-1050,28302,19740307,12
40,000,정상,00259493,(주)씨엘엘씨디,"CL LCD CO., LTD.",씨엘엘씨디,035710,이양호,E,1101111053935,2118642297,서울특별시 송파구 가락본동 120-1 성호빌딩 3충 ,www.cllcd.co.kr,,02-3401-9048,02-3401-9049,47919,19940705,12
41,000,정상,00359641,(주)현대푸드시스템,HYUNDAI FOOD SYSTEM,현대푸드시스템,114410,이규성,E,1345110037695,1358135309,서울특별시 강동구 암사동 선사로 111번지 ,www.hyundaifoodsystem.com,,3015-0241,02-3448-2230,56130,19991223,12
42,000,정상,00103325,(주)고제,"KOJE Co.,Ltd.",고제,002540,설기원,E,1101110036990,2168100429,충청남도 천안시 동면 송연리 174-1,www.koje.co.kr,,02-2111-2000,02-3430-2039,10795,19581205,12
43,000,정상,00161639,메리츠종합금융(주),Meritz Investment Bank,메리츠종합금융,012420,김동훈,E,1101110216360,2018105382,서울특별시 중구 태평로1가 84번지 서울파이낸스센터 5층,www.imeritzbank.com,,02-777-7711,(02)777-7710,64919,19770713,03
44,000,정상,00211271,제넥셀세인(주),GENEXEL-SEIN INC.,제넥셀세인,034660,이 문 일,E,1341110030316,1388103183,대전광역시 유성구 구성동 23 한국과학기술원 E18동 2층 ,www.genexel.com,,02 - 575 - 1141,02-2090-1999,27111,19900211,12
45,000,정상,00388272,(주)쓰리디월드,"3D world Co., Ltd.",쓰리디월드,065340,문용훈 (단독대표),E,1341110072649,1238155559,서울특별시 금천구 가산동 680번지 우림라이온스밸리2차 7층 ,www.dmtechnology.co.kr,,02-864-2975,02-864-2976,26,20000320,12
46,000,정상,00264796,(주)스톰이앤에프,"Stom EnF Co.,Ltd.",스톰이앤에프,043680,이준,E,1601110041733,3148109777,서울특별시 강남구 논현동 267-15 봄빌딩 B동 ,www.dechocolateentf.com,,02-513-5000,02-549-4600,5911,19940819,12
47,000,정상,00134909,(주)소예,SOYEA Corporation,소예,035010,이재성,E,1311110002045,1298102424,경기도 성남시 분당구 서현동 254-4 여암빌딩 3층 ,www.soyea.com,,031-740-4220,031-744-0312,467,19740307,06
48,000,정상,00236368,(주)엠엔에프씨,"M&FC CO.,LTD.",엠엔에프씨,048640,조성우 단독대표,E,1648110007452,3128117946,서울특별시 마포구 상암동 디엠씨비6-2 트루텍빌딩4층 ,www.dong-woo.com,,031-650-2200,-    -,22214,19941212,12
49,000,정상,00684547,하이트맥주(주),"HITE BREWERY CO., LTD.",하이트맥주,103150,"박문덕, 김지현",E,1101113927427,2118815168,서울특별시 강남구 청담동 132-12,-,,3219-0114,02-515-0006,11,20080701,12
50,000,정상,00251385,(주)보광티에스,"Bokwang TS Co.,LTD.",보광티에스,066690, 손 성 욱,E,1746110032166,5068128617,경상북도 칠곡군 석적면 중리 408-1 ,bkts.co.kr,,02-6093-0165,02-546-3678,2592,19980510,12
51,000,정상,00262682,(주)아인스엠앤엠,"Ein's M&M CO., LTD",아인스엠앤엠,040740,김수겸,E,1101111697832,2208161779,서울특별시 강남구 논현동 231-13 팍스타워 5층 ,www.taewon.com,,(02)2017-0000,02-3448-0139,59111,19990514,12
52,000,정상,00234555,씨엔씨엔터프라이즈(주),"C&C ENTERPRISE CO.,LTD",씨엔씨엔터프라이즈,038420,임신상,E,1101111044182,1208162556,서울특별시 서초구 양재동 2-44 서원빌딩 3층,www.cncen.com,,070-7405-9723,02-542-2192,292,19940608,12
53,000,정상,00507257,(주)아이알디,"International Resources Development Co.,Ltd",아이알디,084810,권오남,E,1101111775745,2148638583,충청남도 천안시 성정동 1268번지 ,www.e-ird.com,,041-551-0185,02-554-9468,29271,19990917,12
54,000,정상,00417963,(주)바이나믹,"BYNAMIC CO., LTD.",바이나믹,067850,오승석,E,1101111774622,2208167263,서울특별시 강남구 역삼동 830-9 영광빌딩 3층 ,www.yellowfilm.com,,02-511-7747,02-511-6636,59114,19990916,12
55,000,정상,00543523,(주)코크렙제7호위탁관리부동산투자회사,KOCREF REIT 7,코크렙제7호위탁관리부동산투자회사,086720,이광옥,E,1101113329631,1078670548,서울특별시 강남구 역삼동 736-1,-,,02-787-0063,786-6622,68112,20051025,04
56,000,정상,00300566,엔빅스(주),"ENBIGS Co., Ltd.",엔빅스,054170,이명노,E,1101110890023,1168147366,서울특별시 영등포구 여의도동 14-3 엔빅스빌딩 ,www.enbigs.com,,02-3787-3787,02)3775-3983,62021,19920917,12
57,000,정상,00299376,(주)선팩테크,"SUNPACKTECH CO., LTD.",선팩테크,054010,최민석,E,1701110116964,5038132918,강원도 횡성군 공근면 초원리 660-1 ,www.ubtron.net,,070-8644-5100,054-473-5984,2629,19970225,12
58,000,정상,00112068,마이크로닉스(주),MICRONIX CO,마이크로닉스,001190,이한영,E,1901110000155,3018120252,충청북도 진천군 이월면 미잠리 122-23,www.daeyu.com,,02-3438-0700,02-544-5118,13109,19540507,12
59,000,정상,00257194,(주)블루스톤디앤아이,"Blue Stone D&I Co., Ltd.",블루스톤디앤아이,033720,"김영렬, 김영기",E,1101110850382,1208151379,서울특별시 강남구 역삼동 607-13 삼정빌딩((주)아윌패스 빌딩) 5층 ,www.intus.co.kr,,02  -508 -1700,02  -516 -1539,58221,19920410,12
60,000,정상,00477372,(주)신지소프트,SINJISOFTCorporation,신지소프트,078700,강 근 호,E,1101111916836,1058609765,서울특별시 용산구 한남동 123번지 고뫄스빌딩 5층 ,www.sinjisoft.com,,(02)711-6550,02-711-6545,58221,20000328,12
61,000,정상,00465410,(주)맥쿼리센트럴오피스기업구조조정부동산투자회사,MACQUARIE CENTRAL OFFICE CORPORATE,맥쿼리센트럴오피스기업구조조정부동산투자회사,076850,"대표이사 조주현,김정호",E,1101112914342,1048184859,서울특별시 중구 소공동 소공동한화빌딩 6층,http://www.macquarie.co.kr/property,,02-3705-8716,02-3782-2888,68112,20031212,06
62,000,정상,00331760,테스텍(주),Testech Incorporation,테스텍,048510,하 상 원,E,1615110021380,3128134270,경기도 화성시 동탄면 오산리 830번지 ,www.testech.co.kr,,031-371-5500,041 -529 -3003,29271,19961102,12
63,000,정상,00200761,(주)중앙디자인,"Joong Ang Design Co., Ltd",중앙디자인,030030,"변인근, 임명환, 최의종(각자대표)",E,1101110760937,1048126539,서울특별시 중구 남창동 51-1 ,www.jad.co.kr,,(02)311-6414,(02)311-6426,73201,19910322,12
64,000,정상,00268297,(주)에코페트로시스템,"ECOPETRO SYSTEM Co., Ltd.",에코페트로시스템,042870,김성욱,E,1501110030093,3018130686,서울특별시 성동구 성수2가 315-58 한서빌딩 7층 ,http://www.ilryung.co.kr,,02-511-6964,02-511-6977,46800,19970721,12
65,000,정상,00161301,한림창업투자(주),Hallim Venture Capital,한림창업투자,021060,"최석찬, 강성교",E,1601110015572,3058109360,서울특별시 서초구 반포동 49-5 주호빌딩 7층 ,www.hallimventure.com,,02  -511 -6102,02  -511 -6108,64209,19880928,12
66,000,정상,00237260,(주)헤쎄나,"Hecenat Co.,Ltd",헤쎄나,036270,"오 정 완, 윤 상 섭(공동대표이사)",E,1243110028898,1348123488,경기도 안산시 원시동 776-3 ,www.ados.co.kr,,02-517-8350,031 -493 -2525,2642,19900716,12
67,000,정상,00297970,미래에셋굿라이프혼합형자녀를위한투자회사10-1,MIRAEASSETGOODLIFEBALANCEDFUND10-1,미래에셋굿라이프혼합형자녀를위한투자회사10-1,037510,미래에셋자산운용투자자문(주),E,1101111815228,2118689098,서울특별시 영등포구 여의도동 45-1 미래에셋빌딩 ,www.mirae.co.kr,,-    -,-    -,64201,19991124,11
68,000,정상,00107358,(주)일공공일안경콘택트,"1001 OPTICAL Co., Ltd",일공공일안경콘택트,032030,윤병노,E,1801110057182,6228106249,서울특별시 영등포구 문래동3가 54-66 에이스하이테크시티 4동 504호 ,www.1001optical.com,,02-3454-1001,02-3454-1543,46493,19850531,12
69,000,정상,00115427,(주)신동방CP,ShinDongBang CP Corporation,신동방CP,004660,이재호(대표이사),E,1101110068555,1078134789,경기도 안산시 상록구 팔곡이동 27번지,www.sdbcp.com,,031-400-3000,031-437-0303,10620,19660617,12
70,000,정상,00267474,(주)지앤알,G&R Inc.,지앤알,043630,박준오,E,1748110007503,5158105068,광주광역시 북구 월출동 970-106 ,www.gnrinc.kr,,02-2105-7123,02-2105-7121,27112,19930730,12
71,000,정상,00134051,(주)셀런,"CELRUN CO.,LTD",셀런,013240,송성호,E,1701110013966,5138103235,광주광역시 북구 오룡동 1110-22,www.celrun.com,,02-2045-6614,02-2045-6891,26,19780412,12
72,000,정상,00596066,한국 베트남15-1유전 해외자원개발투자회사,Korea Vietnam15-1Oil Overseas Resources Development Fund,한국베트남15-1유전해외자원개발투자회사,093820,한국투자신탁운용,E,1101113553785,1078684173,서울특별시 영등포구 여의도동 15-24,-,,02-2168-0436,02-2168-0484,64201,20061101,01
73,000,정상,00347363,(주)에이치원바이오,H1BIO Corp.,에이치원바이오,052310,Robin Carl Tampoe,E,1101111325160,2118643511,"서울특별시 강남구 삼성동 77-11,12 ",www.drimone.co.kr,,02-2105-6700,02-2105-6789,58221,19960925,12
74,000,정상,00150226,(주)씨앤중공업,"C&HEAVY INDUSTRIES CO.,LTD",씨앤중공업,008400,임 갑 표,E,1101110302440,1198107062,전라남도 목포시 연산동 1282,www.cnhi.co.kr,,02-3706-4318,02-864-7678,30203,19730108,12
75,000,정상,00152914,FnC코오롱(주),FnC KOLON CORP,FnC코오롱,001370,제환석,E,1101110003973,2028144656,서울특별시 중구 무교동 코오롱빌딩 14층,www.fnckolon.com,,02-3677-8133,02-3677-7513,1419,19541217,12
76,000,정상,00158839,(주)제너비오믹스,"Xana-BiomiX Co., LTD.",제너비오믹스,017010,최수용,E,1101110350762,2148119937,서울특별시 서초구 서초동 1666-11 예원빌딩 ,www.oval.co.kr,,02-2051-5830,02-2051-5831,27214,19830530,12
77,000,정상,00159281,(주)케드콤,"KEDCOM CO.,LTD",케드콤,011050,김학전,E,1101110191752,1058103112,서울특별시 마포구 도화동 22,www.kedcom.com,,02-718-4851,031-489-2429,2642,19760213,12
78,000,정상,00210537,(주)지엔텍홀딩스,"GENTECH HOLDINGS Co., Ltd.",지엔텍홀딩스,065410,정 봉 규,E,1746110009892,5068107984,서울특별시 강남구 역삼동 737 강남파이낸스센터 28층 ,www.gentechholdings.com,,(02)2016-0700,(054)278-1493,74100,19900326,12
79,000,정상,00240370,동부씨엔아이(주),"Dongbu CNI Co.,Ltd.",동부씨엔아이,044640,"김준기,이봉",E,1101111054339,2118603751,서울특별시 강남구 삼성동 154-17 ,www.dongbucni.co.kr,,02-2136-6000,02-2136-6006,58221,19940706,12
80,000,정상,00247887,(주)아이피에스,IPSLtd.,아이피에스,051820,이문용,E,1347110016439,1258118225,경기도 평택시 지제동 33번지 ,www.ips-tech.com,,031-659-2126,031-655-7115,29271,19960327,12
81,000,정상,00268358,(주)에스브이에이치,"SVH co., Ltd.",에스브이에이치,046240,김형기,E,1801110241743,6018132319,서울특별시 서초구 서초동 1585-13 성현빌딩 ,www.edu.co.kr,,02-573-6911,02-554-9677,58221,19970926,12
82,000,정상,00316488,(주)제이콤,"Jcommunications Co., Ltd.",제이콤,060750,한광선,E,1352110004813,1388116640,경기도 의왕시 오전동 124-4 ,www.jcomco.com,,031-428-7200,031-451-2994,2642,19980501,12
83,000,정상,00264130,(주)옥션,"EBAY AUCTION CO., LTD",옥션,043790,박주만,E,1101111253569,2148602085,서울특별시 서초구 서초동 1303-22 교보타워,www.auction.co.kr,,02-530-9750,02-530-9747,4610,19960322,12
84,000,정상,00540304,(주)네이쳐글로벌,NatureGlobal Inc.,네이쳐글로벌,088020,박지우,E,1101111965875,2148658541,경기도 성남시 분당구 정자동 25-1 인텔리지1 킨스타워 4층 ,www.pentamicro.com,,031-713-4170,031-713-4174,2611,20000510,12
85,000,정상,00617299,GB 블루오션베트남주식혼합형 투자회사 1호,GB Blue Ocean VIETNAM EQUITY BALANCED FUND [1],GB블루오션베트남주식혼합형투자회사1호,094950,(주)골든브릿지자산운용,E,1101113593757,1078686680,서울특별시 영등포구 여의도동 익스콘벤처빌딩 4층,_,,02-2168-0416,02-2168-0484,64201,20070105,01
86,000,정상,00262275,엠씨티티코어(주),MCTT CORE Inc.,엠씨티티코어,052210,김영기,E,1101111368938,2208142296,서울특별시 강남구 논현동 201-6 노벨테크빌딩 12층 ,www.mcttcore.net,,02-515-2937,02)515-2947,26410,19970123,12
87,000,정상,00200798,(주)에이스 앤 파트너스,Ace & Partners,에이스앤파트너스,032930,구관영,E,1101110305858,1308131462,인천광역시 남동구 논현동 451-3 남동공단 24블럭 5롯트,www.acetech.co.kr,,032 -610 -3574,032-810-5505,2642,19820105,12
88,000,정상,00335924,(주)지앤디윈텍,"GND WINTECH CO.,LTD.",지앤디윈텍,061050,정대윤,E,1101111552812,1198127980,충청남도 아산시 배방면 휴대리 37-1 ,www.eurasiarnt.com,,(041)539-2640,041-539-2626,2642,19980605,12
89,000,정상,00111591,인터피온반도체,"INTERPION SEM CONDUCTOR CO.,LTD",인터피온반도체,014010,최상철,E,1115110001788,1278102976,경기도 부천시 원미구 약대동 192번지 테크노파크 2단지 관리동401호,www.interpion.co.kr,,032-234-3928,032-234-3939,2612,19790412,12
90,000,정상,00189343,(주)솔로몬저축은행,SOLOMON SAVINGS BANK,솔로몬저축은행,007800,"임석, 정일대",E,1101110128341,2018145384,서울특별시 강남구 대치동 889-11 대치빌딩,www.solomonbank.com,,02-2022-8000,02-2022-8008,64131,19720406,06
91,000,정상,00252588,(주)엠트론스토리지테크놀로지,"MTRON STORAGE TECHNOLOGY CO.,LTD.",엠트론스토리지테크놀로지,046320,정유석,E,1101110736194,2208104803,경기도 성남시 중원구 상대원동 307-2 선택시티Ⅱ 807호 ,www.mtron.net,,02-3430-3000,02-3430-3039,46510,19901212,12
92,000,정상,00267997,(주)에스티앤아이,"ST&I Co., Ltd.",에스티앤아이,031800,김영곤,E,1344110006030,3038111384,경기도 화성시 동탄면 금곡리 583 ,www.stnicorp.com,,031-372-4671,031-546-5441,2611,19940530,12
93,000,정상,00367376,(주)사이노젠,Cynogen,사이노젠,064060,주광선,E,1101110739487,2208106247,충청남도 천안시 입장면 가산리 273번지 ,www.ctc-filter.com,,041-589-1300,041-588-1360,29174,19901227,12
94,000,정상,00299686,(주)유퍼트,"UPERT, INC.",유퍼트,060670,조준희 / 하현,E,1101110527650,1238124982,충청남도 연기군 전의면 신방리 59 ,www.upert.co.kr,,(041)863-6812,02-519-1941,2811,19870415,12
95,000,정상,00463050,(주)엑스로드,"XROAD Co., Ltd.",엑스로드,074140,황규형,E,1101111841926,2208174221,"서울특별시 강남구 신사동 503번지5 호두원빌딩6,7층 ",www.myxroad.com,,02)3014-1500,02-548-0379,26429,20000104,12
96,000,정상,00238913,(주)선우중공업,"SUNWOO HEAVY INDUSTRIES CO.,LTD",선우중공업,068770,오정균,E,1101110543614,1198105195,충청남도 천안시 백석동 555-12 ,www.sunwooheavy.co.kr,,041-552-1131,041-552-1130,292,19870908,12
97,000,정상,00107446,(주)남양,NAMYANG CORPORATION,남양,003020,홍순기,E,1801110006569,6018107843,부산광역시 영도구 남항동 3가 141-205,www.namyang.net,,051-413-0071,051-413-2400,13922,19601019,06
98,000,정상,00114303,(주)엘지데이콤,LG Dacom Corporation,엘지데이콤,015940,박종응,E,1101110315948,1068106499,서울특별시 강남구 역삼동 706-1 18층,www.lgdacom.net,,02-2089-2126,02-6220-0311,61210,19820329,12
99,000,정상,00318617,(주)LG파워콤,LG Powercom Corporation,LG파워콤,045820,이정식,E,1101111863889,1208198035,서울특별시 서초구 서초동 1329-7 신덕빌딩,www.lgpwc.com,,02-2086-5235,02)2086-5029,61210,20000126,12
100,000,정상,00267775,동산진흥(주),DongsanDevelopment,동산진흥,031960,정 준 호,E,1101110174865,2148102042,서울특별시 강남구 역삼1동 683-17 동양빌딩 ,없음,,02  -588 -2552,02-588-2551,14111,19850119,12
101,000,정상,00394574,티이씨(주),"TEC Co.,Ltd",티이씨,067950,배정현,E,1301110049121,1248158791,경기도 시흥시 정왕동 2210번지 스틸랜드 C블럭 1515호,www.thec.co.kr,,02-6933-5700,02-6933-5707,292,19981026,12
102,000,정상,00110176,한국기술산업(주),KoreaTechnology,한국기술산업,008320,구자준,E,1301110006949,1348104123,서울특별시 금천구 가산동 429-1 뉴티캐슬 1306호-1310호 ,www.koreati.com,,02-2090-3000,02-2090-3010,28302,19721226,10
103,000,정상,00349787,(주)지케이파워,"GKPOWER CO., LTD",지케이파워,054020,"이상기, 곽윤식(공동 대표이사)",E,1101111819189,1048148566,서울특별시 강남구 삼성동 143-9 창조빌딩 10층 ,www.gkpower.co.kr,,02-538-6214,02)538-6250,26293,19991201,12
104,000,정상,00136554,(주)스타맥스,"Starmax Co., Ltd.",스타맥스,017050,심수연,E,1748110001224,5158103100,서울특별시 강남구 신사동 575 가오닉스빌딩 ,www.starmax21.co.kr,,02-6005-2000,02-6005-2060,59111,19830610,12
105,000,정상,00144562,(주)유성티에스아이,"Yoo Sung Technique & Strategy Investment Co., Ltd",유성티에스아이,024870,장창진,E,1845110002698,6218109199,서울특별시 광진구 구의동 243-12 쌍용빌딩 3층,,,055-370-4748,055-366-2861,259,19870101,12
106,000,정상,00370547,(주)네오리소스,"NEO RESOURCE CO.,LTD",네오리소스,058550,강영재,E,1341110049581,1388110724,경기도 안양시 동안구 관양동 799번지 안양메가밸리 622호 ,www.neo-21.co.kr,,031-449-9400,031-447-7915,2642,19960403,12
